Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALEGRIA E CIA RECANTO INFANTIL,35462111,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA EMERSON JOSE MOREIRA, 781 CHACARA PRIMAVERA. 13087-441 Campinas - SP.",(19) 32418339,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8648734,-47.05124103
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,KEYDLU ESCOLA DE EDUCACAO INFANTIL,35462408,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ESTADOS UNIDOS, 619 AVENIDA. JARDIM NOVA EUROPA. 13040-099 Campinas - SP.",(19) 32780230,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.93464,-47.0653
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RECRIANCA BERCARIO E ESCOLA INFANTIL,35462676,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOSE HENRIQUE TAVARES, 07 RUA. VILA NOGUEIRA. 13088-031 Campinas - SP.",(19) 32961577,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8686316666667,-47.0393316666667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MUNDO DOS SONHOS ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL,35464156,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOAO PESSINI, 148 RUA. JARDIM NOVO MARACANA. 13058-404 Campinas - SP.",(19) 32210067,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9484195,-47.1850484
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO NOSSA SENHORA DA MISERICORDIA,35464168,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"SANTA MARIA ROSSELO, 71 RUA. MANSOES SANTO ANTONIO. 13087-503 Campinas - SP.",(19) 21211550,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8486935,-47.0547104
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEQUENO MUNDO ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL,35466670,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MARIO AUGUSTO MUNIZ DE ARAGAO, 1151 RUA. JARDIM DOS OLIVEIRAS. 13044-190 Campinas - SP.",(19) 32766757,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.940585,-47.04459833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OBJETIVO VILA INDUSTRIAL,35467765,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"SALES DE OLIVEIRA DOUTOR, 1161 RUA. VILA INDUSTRIAL. 13035-270 Campinas - SP.",(19) 25135025,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-22.9090401,-47.0755418
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASSOCIACAO AMIGOS DA CRIANCA UNIDADE III CAMPO BELO AMIC,35468708,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ALVARO SALVETI, 803 RUA. JARDIM CAMPO BELO. 13053-135 Campinas - SP.",(19) 37623545,Privada,Filantrópica,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-23.03602912,-47.11908488
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TIQUIRA ESCOLA BASICA,35471653,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ANTONIO DE PADUA FREI, 1208 RUA. JARDIM GUANABARA. 13073-330 Campinas - SP.",(19) 32424526,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.89041044,-47.07160262
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TORRE FORTE INSTITUTO EDUCACIONAL,35480149,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JORGE TIBIRICA, 1608 AVENIDA. JARDIM DOS OLIVEIRAS. 13044-125 Campinas - SP.",(19) 988387518,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9330169,-47.0495331
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA TIGRINHOS E GOLDEN TIGERS ED INF ENS FUNDAMENTAL,35480290,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"LUMEN CHRISTI, 02 RUA. JARDIM DAS PAINEIRAS. 13092-320 Campinas - SP.",(19) 32520958,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8944467,-47.0348
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LIVRE SOFIA ESCOLA,35480514,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MAESTRO LUIZ DE TULIO, 236 RUA. VILA BRANDINA. 13092-558 Campinas - SP.",(19) 37621327,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-22.8985861,-47.0283265
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JATOBA RECREACAO INFANTIL,35496431,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MENOTTI ARTHUR GRIGOL, 225 RUA. CHACARA SANTA MARGARIDA. 13085-485 Campinas - SP.",(19) 32875344,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.7936641266569,-47.0715502370149
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BRASINHA BERCARIO DE ESTIMULO E APRENDIZAGEM,35518876,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"LUIZ DALINCOURT, 311 BOSQUE. 13026-040 Campinas - SP.",(19) 32513769,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.9087075079073,-47.0468653645805
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO AZENHA,35524128,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOAO BATISTA MORATO DO CANTO, 1821 AVENIDA. VILA ANHANGUERA. 13031-800 Campinas - SP.",(19) 33428984,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.91840573,-47.08822824
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,WALDORF AMORINHAS BERCARIO,35528316,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"HELENA STEIMBERG, 625 RUA. JARDIM SAO CARLOS. 13092-481 Campinas - SP.",(19) 33950129,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.8949489,-47.0409885
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PASSO MAGICO ESCOLA INFANTIL,35560583,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JORGE TIBIRICA, 1750 AVENIDA. JARDIM DOS OLIVEIRAS. 13044-125 Campinas - SP.",(19) 32764666,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9347875062376,-47.0486933737993
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANAS PARK RECANTO INFANTIL,35560595,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"CARLOS CASTELLO BRANCO, 75 RUA. PARQUE RESIDENCIAL VILA UNIAO. 13060-739 Campinas - SP.",(19) 32238266,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.93748,-47.1194
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CORRENTE DO BEM ESPACO,35565088,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"DANTON GOMES, 25 RUA. VILA BRANDINA. 13092-510 Campinas - SP.",(19) 32942625,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8994611,-47.0273073
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GERACAO COLEGIO,35566925,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA MARECHAL JUAREZ TAVORA, 980 990. JARDIM CAMPOS ELISEOS. 13060-866 Campinas - SP.",(19) 33815637,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9218693,-47.0984911
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AKATU ESCOLA ALDEIA,35567759,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA JOAO BATISTA GRIGOL, 161 CHACARA BELVEDERE. 13085-335 Campinas - SP.",(19) 32876761,Privada,Comunitária,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.7892342,-47.0766914
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL LEVICEU,35568661,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MOGI MIRIM, 500 RUA. JARDIM NOVO CAMPOS ELISEOS. 13050-543 Campinas - SP.",(19) 32284791,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9379136,-47.0992361
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL NETO LORENZO,35570539,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"FERNAO DE MAGALHAES, 6 RUA. PARQUE TAQUARAL. 13087-130 Campinas - SP.",(19) 32561101,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.86928964,-47.04895363
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRASSON ESCOLA DE EDUCACAO INFANTIL LTDA ESCOLA CRIATIVA,35571398,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FREI ANTONIO DE PADUA, 1509 RUA. JARDIM GUANABARA. 13073-330 Campinas - SP.",(19) 992000028,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.88503,-47.06895
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CONTEMPORANEA ESCOLA,35571751,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"GUARANI, 896 AVENIDA. JARDIM GUARANI. 13100-211 Campinas - SP.",(19) 32543344,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.91034257,-47.04212573
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ELITECOL,35579403,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"LUIZ OTAVIO, 2535 RUA. PARQUE RURAL FAZENDA SANTA CANDIDA. 13087-560 Campinas - SP.",(19) 32511012,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.8506642,-47.0433513
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO BLESSED,35581690,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ADIL CARLOS LEONE, 172 PARQUE VIA NORTE. 13065-197 Campinas - SP.",(19) 988387518,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.88126419,-47.12402439
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA INFANTIL NO MUNDO DAS CORES,35581872,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"IRIS, 167 RUA. VILA MIMOSA. 13050-065 Campinas - SP.",(19) 30322582,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9368069,-47.0918266
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO DE EDUCACAO PARQUE INDUSTRIAL IEPI,35582803,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOAO BATISTA MORATO DO CANTO, 1695 AVENIDA. VILA ANHANGUERA. 13031-800 Campinas - SP.",(19) 25152353,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.9181774,-47.0871203
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE AGOSTINIANA SANTO ANTONIO,35583431,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOSEPH COOPER REINHARDT, 350 ANEXO 450. VILA MARIETA. 13042-200 Campinas - SP.",(19) 32335544,Privada,Filantrópica,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação Infantil,,-22.927625044249,-47.055571898818
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RECANTO INFANTIL SERELEPE,35586869,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOAO BATISTA SIGNORI, 70 RUA. VILA NOVA. 13073-065 Campinas - SP.",(19) 32420463,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.8808869,-47.0684217
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CATATAU PARQUE INFANTIL,35800375,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MANOEL DA RESSURREICAO FREI, 615 RUA. JARDIM GUANABARA. 13073-221 Campinas - SP.",(19) 32412522,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.89115459,-47.07232473
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI PINGO DE MEL E ENSINO FUNDAMENTAL COLEGIO LADS,35800387,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"PAULO PROVENZA SOBRINHO, 1015 AVENIDA. VILA PERSEU LEITE DE BARROS. 13060-356 Campinas - SP.",(19) 32694637,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.9272483,-47.1094813
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL LAPORTE,35800417,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"FRANCISCO DE PAULA OLIVEIRA NAZARETH, 658 AVENIDA. PARQUE INDUSTRIAL. 13031-440 Campinas - SP.",(19) 32732854,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.9201934393495,-47.085375180468
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALICERCE COLEGIO,35800430,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"BENEDITO RODRIGUES GOUVEIA, 259 RUA. JARDIM CAMPOS ELISEOS. 13060-020 Campinas - SP.",(19) 32272383,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.926875,-47.0991511
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BOLHA D AGUA RECANTO INFANTIL,35800442,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ADALBERTO MAIA, 116 RUA. TAQUARAL. 13076-007 Campinas - SP.",(19) 32547034,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.8841953,-47.053774
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRESCENDO BERCARIO E ESCOLA EDUC INFANTIL,35800478,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"DOUTOR FRANZ WILHELM DAFFERT, 362 AVENIDA. JARDIM CHAPADAO. 13070-161 Campinas - SP.",(19) 32134242,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.8825402,-47.0737328
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BARONESA RECANTO INFANTIL,35800521,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA JULIO DINIZ, 411 AVENIDA. JD NOSSA SRA AUXILIADORA. 13075-420 Campinas - SP.",(19) 32425202,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-22.8796827890598,-47.0586846156463
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RDS INSTITUTO EDUCACIONAL,35801963,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ANTONIO FERREIRA LARANJA, 57 RUA. JARDIM GARCIA. 13061-090 Campinas - SP.",(19) 37287700,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.91429631,-47.10182081
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRIATIVA ESCOLA ENSINO FUNDAMENTAL E INFANTIL,35802062,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"JOSE STRAZZACAPA, 44 RUA. JARDIM MADALENA. 13091-603 Campinas - SP.",(19) 32070396,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8718995535746,-47.0319682080299
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAO DOS POBRES DE SANTO ANTONIO ASSOCIACAO DO,35804678,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA REGENTE FEIJO, 487 RUA. CENTRO. 13013-051 Campinas - SP.",(19) 32311073,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.910255,-47.0579166666667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE PROMOCAO PARA UM MUNDO MELHOR CEPROMM,35804685,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"CORUMBATAI, 254 RUA. JARDIM ITATINGA. 13052-444 Campinas - SP.",(19) 32650213,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9808248,-47.1078655
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CASA DA CRIANCA MARIA LUISA HARTZER,35804691,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ANTONIO VICENTE LEVANTEZI, 290 RUA. PARQUE MONTREAL. 13052-344 Campinas - SP.",(19) 32258884,Privada,Filantrópica,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9685266666667,-47.1071516666667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MADRE ANASTACIA CASA DA CRIANCA,35804708,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"DANIEL GODOI PEREIRA, 52 RUA. CONJUNTO HABITACIONAL VIDA NOVA. 13057-541 Campinas - SP.",(19) 32667366,Privada,Filantrópica,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.97625,-47.17342
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CASA DA CRIANCA DE SOUSAS,35804712,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MARIA DE ALMEIDA MAGALHAES, 288 RUA. SOUSAS. 13106-016 Campinas - SP.",(19) 32581892,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8818712104112,-46.9645825680345
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VOVO NESTOR CASA DA CRIANCA,35804721,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"PEDRO BRAGA, 130 RUA. PARQUE ITALIA. 13036-135 Campinas - SP.",(19) 32724737,Privada,Filantrópica,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9189383333333,-47.0675583333333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SEMENTE DA VIDA CENTRO DE FORMACAO,35804733,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"IVO GATTI, 95 RUA. JARDIM FLAMBOYANT. 13091-214 Campinas - SP.",(19) 32536014,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.88708,-47.02841
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MENINO JESUS DE PRAGA CRECHE,35804745,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ANUAR MURAD BUFARAH, 578 RUA. NOVO CAMBUI. 13023-630 Campinas - SP.",,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.88360833,-47.04477833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BENTO QUIRINO CRECHE I,35804769,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CONEGO CIPIAO, 802 RUA. CENTRO. 13010-010 Campinas - SP.",(19) 32312831,Privada,Filantrópica,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9068266666667,-47.0555466666667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JORGE RAFFUL KANAWATY CRECHE,35804770,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ELDORADO, 156 RUA. JARDIM ITATINGA. 13052-450 Campinas - SP.",(19) 32259734,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.98023619,-47.10514568
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CANTINHO DE LUZ CRECHE,35804782,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA TRINTA E UM DE MAIO, 49 RUA. JARDIM SANTA EUDOXIA. 13096-322 Campinas - SP.",(19) 32545222,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9263,-47.0325
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HUMBERTO DE CAMPOS INSTITUTO POPULAR,35804794,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"SERAFINA IRMA, 674 RUA. CENTRO. 13015-201 Campinas - SP.",(19) 25148784,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.90557843,-47.05569176
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GUSTAVO MARCONDES CRECHE,35804800,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"MARIA FRANCO SALGADO DONA, 881 JARDIM ATIBAIA SOUSAS. 13106-290 Campinas - SP.",(19) 32582419,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8866757173091,-46.9661724474281
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MAE LUIZA,35804836,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"THEODURETO DE ALMEIDA CAMARGO DOUTOR, 750 AVENIDA. JARDIM NOSSA SENHORA AUXILIADORA. 13075-630 Campinas - SP.",(19) 32423877,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.87212,-47.06917
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASSOCIACAO FRANCISCANA DE ASSISTENCIA SOCIAL SAO JOSE CENTRO EDUCACIONAL IRMA MARIA ANGELA,35804848,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"FRANCISCO BIANCHINI, 303 RUA. VILA GEORGINA. 13043-720 Campinas - SP.",(19) 32767232,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9332816666667,-47.042575
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GRUPO DE ORACAO ESPERANCA,35804859,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"LUIZ ROSA PROFESSOR, 184 RUA. BOTAFOGO. 13020-260 Campinas - SP.",(19) 32016249,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.90066085,-47.06482928
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TIA LEA CRECHE,35804861,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"ANTONIO LOURENCO, 382 RUA. JARDIM SAO PEDRO. 13046-150 Campinas - SP.",(19) 32769679,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.93291096,-47.02222848
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DOM NERY INSTITUTO DE MENORES,35804873,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"PAULO DE ALMEIDA NOGUEIRA, 240 AVENIDA. TAQUARAL. 13076-310 Campinas - SP.",(19) 32532954,Privada,Filantrópica,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.8795,-47.0491766666667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JESUS DE NAZARE LAR ESCOLA,35804897,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"VITAL BRASIL, 636 RUA. JARDIM BELA VISTA. 13077-005 Campinas - SP.",(19) 32523922,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8747846,-47.0442843
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASSOCIACAO DOS AMIGOS DA CRIANCA AMIC,35804927,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA TENENTE LORIVAL BERTINOTI, 300 VILLAGE CAMPINAS. 13085-724 Campinas - SP.",(19) 32877970,Privada,Filantrópica,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.7448756247759,-47.0525257475674
